ID,NAME,ADDR,X,Y,T_CNT,T_M_CNT,T_F_CNT,S_CNT,S_M_CNT,S_F_CNT,C_CNT,L1_C_CNT,L2_C_CNT,L3_C_CNT,STU_CNT,STU_M_CNT,STU_F_CNT,L1_STU_M_CNT,L1_STU_F_CNT,L2_STU_M_CNT,L2_STU_F_CNT,L3_STU_M_CNT,L3_STU_F_CNT,G_STU_CNT,G_STU_M_CNT,G_STU_F_CNT,NA_STU_CNT,NA_STU_M_CNT,NA_STU_F_CNT,SL_AREA,SB_AREA,AU_CNT,AU_AREA,CR_CNT,CR_AREA,INFO_TIME
識別碼,名稱,地址,X坐標,Y坐標,國中專任教師數,國中男專任教師數,國中女專任教師數,國中職員數,國中男職員數,國中女職員數,國中班級數,國中一年級班級數,國中二年級班級數,國中三年級班級數,國中學生數,國中男學生數,國中女學生數,國中一年級男學生數,國中一年級女學生數,國中二年級男學生數,國中二年級女學生數,國中三年級男學生數,國中三年級女學生數,國中上學年畢業生數,國中上學年男畢業生數,國中上學年女畢業生數,國中原住民學生數,國中男原住民學生數,國中女原住民學生數,國中校地面積,國中校舍面積,國中禮堂座數,國中禮堂面積,國中教室間數,國中教室面積,資料時間
183501,市立建華國中,[300]新竹市東區學府路2號,247654.06,2742943.72,61,13,48,9,0,9,21,8,6,7,450,199,251,72,81,45,81,82,89,190,96,94,7,3,4,38929,20155,1,0,62,0,112Y
183502,市立培英國中,[300]新竹市東區學府路4號,247789.86,2743000.41,197,40,157,16,1,15,81,27,27,27,2365,1243,1122,406,392,428,375,409,355,783,445,338,22,8,14,38308,21221,1,0,106,0,112Y
183503,市立光華國中,[300]新竹市北區光華北街10號,247379.03,2745618.73,139,35,104,16,1,15,52,17,16,19,1373,704,669,225,238,238,202,241,229,555,294,261,26,10,16,31114,26018,1,0,119,0,112Y
183504,市立育賢國中,[300]新竹市東區南大路569號,246531.8,2742521.42,102,25,77,9,1,8,34,12,11,11,799,367,432,114,157,112,134,141,141,296,138,158,14,3,11,27350,12688,1,0,68,0,112Y
183505,市立光武國中,[300]新竹市東區光復路一段512號,251199.59,2742078.43,127,34,93,11,3,8,47,16,17,14,1276,681,595,231,209,250,202,200,184,393,238,155,7,2,5,39025,23121,1,0,73,0,112Y
183508,市立南華國中,[300]新竹市北區海濱路55號,242669.1,2748506.82,31,6,25,7,2,5,12,3,4,5,243,120,123,28,43,42,45,50,35,98,57,41,23,12,11,31818,6289,1,0,32,0,112Y
183509,市立富禮國中,[300]新竹市香山區富禮街16號,241169.35,2739654.71,26,5,21,7,2,5,9,3,3,3,118,61,57,13,14,19,17,29,26,37,16,21,11,2,9,21562,8360,1,0,27,0,112Y
183510,市立三民國中,[300]新竹市東區中央路345號,248043.2,2745169.899,180,44,136,16,1,15,78,26,25,27,2116,1049,1067,358,345,336,351,355,371,744,407,337,11,6,5,24987,26583,1,0,110,0,112Y
183511,市立內湖國中,[300]新竹市香山區五福路一段12號,241017.9,2737229.05,20,7,13,8,1,7,7,3,2,2,124,57,67,27,25,15,16,15,26,51,27,24,7,5,2,27723,7913,0,0,21,0,112Y
183512,市立虎林國中,[300]新竹市香山區延平路二段76號,244134.43,2744211.64,38,12,26,8,1,7,14,4,4,6,290,170,120,55,29,51,41,64,50,112,66,46,11,6,5,28000,24050,1,0,39,0,112Y
183514,市立新科國中,[300]新竹市東區光復路一段89巷88號,252396,2741415.8,44,10,34,7,0,7,17,6,5,6,405,217,188,72,62,61,56,84,70,132,77,55,6,4,2,32306,46776,0,0,80,0,112Y
183515,市立竹光國中,[300]新竹市北區和平路1號,245486.97,2744510,93,24,69,9,1,8,36,12,12,12,984,549,435,195,133,174,148,180,154,345,181,164,13,7,6,36604,24357,0,0,69,0,112Y
183516,市立華德福實驗國中(小),[300]新竹市香山區中華路六段331巷168號,241209.92,2737195.5,10,4,6,0,0,0,3,1,1,1,40,24,16,9,7,10,7,5,2,12,3,9,0,0,0,3956,1026,0,0,10,0,112Y
191301,私立東大附中附設國中,[407]臺中市西屯區臺灣大道四段1727號,210154.82,2675271.104,0,0,0,0,0,0,18,6,6,6,726,393,333,139,130,135,105,119,98,253,131,122,2,1,1,0,0,0,0,0,0,112Y
191302,私立葳格高中附設國中,[406]臺中市北屯區軍福十八路328號,220710.354,2674817.307,0,0,0,0,0,0,10,3,3,4,340,178,162,58,59,57,49,63,54,111,48,63,0,0,0,0,0,0,0,0,0,112Y
191305,私立新民高中附設國中,[404]臺中市北區健行路111號,218172.715,2672495.21,0,0,0,0,0,0,17,5,6,6,549,276,273,88,69,94,90,94,114,216,113,103,5,4,1,0,0,0,0,0,0,112Y
191308,私立宜寧高中附設國中,[407]臺中市西屯區東大路一段555號,209998.084,2676565.435,0,0,0,0,0,0,1,1,0,0,5,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112Y
191309,私立明德高中附設國中,[402]臺中市南區明德街84號,217871.224,2668413.863,0,0,0,0,0,0,18,6,6,6,659,338,321,111,111,122,110,105,100,178,100,78,3,2,1,0,0,0,0,0,0,112Y
191311,私立衛道高中附設國中,[406]臺中市北屯區四平路161號,216936.138,2675431.765,0,0,0,0,0,0,51,17,17,17,2457,1766,691,601,224,591,231,574,236,818,586,232,5,3,2,0,0,0,0,0,0,112Y
191313,私立曉明女中附設國中,[404]臺中市北區中清路一段606號,216795.227,2673675.59,0,0,0,0,0,0,30,10,10,10,1482,0,1482,0,495,0,495,0,492,489,0,489,1,0,1,0,0,0,0,0,0,112Y
191314,私立嶺東高中附設國中,[408]臺中市南屯區春社里嶺東路2號,210390.29,2670282.365,0,0,0,0,0,0,12,4,4,4,377,197,180,74,64,60,57,63,59,127,69,58,6,2,4,0,0,0,0,0,0,112Y
191315,私立磊川華德福實驗教育學校附設國中,[406]臺中市北屯區松竹五路233號及366號,220842.334,2675024.468,0,0,0,0,0,0,3,1,1,1,60,34,26,16,8,8,8,10,10,23,12,11,0,0,0,0,0,0,0,0,0,112Y
191503,私立麗?國中(小),[407]臺中市西屯區國安二路242巷199號,210827.829,2676635.748,14,7,7,9,2,7,5,2,1,2,97,53,44,22,22,12,9,19,13,29,17,12,1,0,1,49733,21428,1,0,79,0,112Y
193303,市立忠明高中附設國中,[403]臺中市西區博館路166號,215828.187,2672546.805,0,0,0,0,0,0,33,11,11,11,833,437,396,141,120,144,129,152,147,303,158,145,14,5,9,0,0,0,0,0,0,112Y
193313,市立西苑高中附設國中,[407]臺中市西屯區西苑路268號,213614.263,2675727.511,0,0,0,0,0,0,47,14,17,16,1182,649,533,209,168,205,173,235,192,461,254,207,29,19,10,0,0,0,0,0,0,112Y
193315,市立東山高中附設國中,[406]臺中市北屯區景賢六路200號,220752.533,2673499.081,0,0,0,0,0,0,65,21,22,22,1997,983,1014,342,332,307,355,334,327,659,315,344,34,14,20,0,0,0,0,0,0,112Y
193316,市立惠文高中附設國中,[408]臺中市南屯區公益路二段298號,213400.442,2671894.668,0,0,0,0,0,0,30,10,10,10,957,502,455,161,139,167,144,174,172,328,158,170,6,1,5,0,0,0,0,0,0,112Y
193501,市立居仁國中,[403]臺中市西區自由路一段97號,217347.768,2670241.326,182,51,131,15,5,10,68,23,22,23,1998,1066,932,387,330,342,298,337,304,678,344,334,19,11,8,24228,31405,1,0,96,0,112Y
193502,市立雙十國中,[404]臺中市北區力行路258號,218597.89,2671969.736,80,23,57,9,3,6,32,10,12,10,628,313,315,102,101,111,109,100,105,220,95,125,35,18,17,48226,15065,1,0,60,0,112Y
193504,市立崇倫國中,[402]臺中市南區忠明南路653號,215307.425,2669669.328,79,20,59,8,3,5,32,10,12,10,705,415,290,147,100,143,74,125,116,249,139,110,20,13,7,41087,22161,1,0,76,0,112Y
193505,市立大德國中,[406]臺中市北屯區雷中街2之23號,216377.565,2675014.322,29,8,21,6,1,5,10,2,4,4,166,86,80,22,22,27,25,37,33,70,38,32,7,4,3,33224,11844,1,0,46,0,112Y
193506,市立北新國中,[406]臺中市北屯區柳陽東街180號,219211.224,2674973.378,154,53,101,13,2,11,61,22,18,21,1590,811,779,308,269,257,255,246,255,528,270,258,32,13,19,46987,14197,1,0,82,0,112Y
193507,市立東峰國中,[401]臺中市東區仁和路330號,218069.626,2668935.201,43,14,29,7,3,4,14,4,5,5,237,128,109,34,44,44,23,50,42,106,62,44,6,4,2,39928,11089,1,0,24,0,112Y
193508,市立黎明國中,[408]臺中市南屯區三義里一鄰干城街88號,212682.652,2672389.78,102,33,69,11,1,10,36,13,11,12,847,451,396,154,133,153,129,144,134,308,162,146,20,14,6,40758,22432,1,0,66,0,112Y
193509,市立光明國中,[403]臺中市西區自由路一段75號,216801,2669760.01,127,34,93,13,3,10,46,14,16,16,1048,505,543,146,151,157,189,202,203,435,210,225,16,6,10,27525,42816,2,0,96,0,112Y
193510,市立向上國中,[403]臺中市西區美村路一段389號,215768,2670940.01,114,20,94,13,5,8,41,14,13,14,1172,609,563,204,189,180,187,225,187,425,229,196,17,10,7,54968,21613,1,0,82,0,112Y
193511,市立育英國中,[401]臺中市東區育英路30號,219448.004,2670142.218,69,17,52,9,2,7,25,8,8,9,534,288,246,106,92,82,87,100,67,199,118,81,6,3,3,22121,14229,1,0,44,0,112Y
193512,市立四育國中,[402]臺中市南區復興路二段152號,215995.122,2668962.688,53,18,35,8,2,6,21,7,6,8,426,243,183,76,66,76,56,91,61,144,74,70,17,9,8,22824,19541,1,0,48,0,112Y
193514,市立五權國中,[404]臺中市北區英才路1號,217312.258,2672269.54,105,32,73,13,1,12,40,13,13,14,1001,474,527,154,184,146,173,174,170,383,178,205,18,7,11,33796,28099,1,0,92,0,112Y
193516,市立中山國中,[407]臺中市西屯區寧夏路179號,215378.044,2673702.176,48,15,33,8,2,6,17,5,6,6,335,190,145,64,48,72,46,54,51,110,70,40,27,24,3,27554,21984,1,0,48,0,112Y
193517,市立崇德國中,[406]臺中市北屯區崇德路二段227號,217951.559,2674454.256,124,32,92,12,5,7,50,16,17,17,1219,661,558,229,190,201,172,231,196,454,226,228,25,13,12,24012,18765,1,0,66,0,112Y
193518,市立立人國中,[404]臺中市北區北平路一段62號,216497,2673980.01,55,17,38,8,2,6,22,7,8,7,525,300,225,104,82,99,69,97,74,181,100,81,9,6,3,23254,22198,1,0,63,0,112Y
193519,市立漢口國中,[407]臺中市西屯區漢口路一段54之1號,215193.774,2672897.187,75,23,52,8,1,7,28,10,9,9,743,352,391,118,144,124,124,110,123,252,133,119,15,5,10,26235,7837,1,0,63,0,112Y
193520,市立安和國中,[407]臺中市西屯區天助街1號,211003.277,2674230.332,79,23,56,8,4,4,30,10,10,10,678,333,345,107,121,105,110,121,114,262,126,136,30,10,20,50291,19417,1,0,74,0,112Y
193521,市立至善國中,[407]臺中市西屯區青海路二段308號,213458.789,2674408.002,69,18,51,8,1,7,26,9,9,8,616,340,276,114,106,105,85,121,85,221,125,96,11,5,6,28082,12452,1,0,72,0,112Y
193522,市立萬和國中,[408]臺中市南屯區永春東路885號,213442.34,2669922.308,67,20,47,8,2,6,26,8,9,9,585,326,259,113,83,109,81,104,95,227,127,100,18,9,9,26424,27327,1,0,67,0,112Y
193523,市立大業國中,[408]臺中市南屯區大業路100號,214686.656,2672173.57,135,49,86,13,1,12,53,18,17,18,1741,918,823,325,277,294,256,299,290,568,282,286,15,5,10,22932,28420,1,0,80,0,112Y
193524,市立三光國中,[406]臺中市北屯區三光一街77號,219297.213,2673616.527,47,11,36,9,1,8,18,6,6,6,395,187,208,61,52,72,76,54,80,144,80,64,12,3,9,19602,24612,1,0,63,0,112Y
193525,市立四張犁國中,[406]臺中市北屯區同榮里后庄路699號,217194.888,2676555.73,56,15,41,7,3,4,22,9,6,7,570,287,283,116,115,82,87,89,81,223,118,105,17,7,10,34297,25446,1,0,58,0,112Y
193526,市立福科國中,[407]臺中市西屯區福林路333號,210861.332,2675977.872,128,37,91,13,5,8,49,17,16,16,1610,860,750,297,257,285,245,278,248,519,271,248,20,12,8,33408,18948,1,0,67,0,112Y
193527,市立大墩國中,[408]臺中市南屯區惠中路三段98號,213404.913,2671196.1,72,24,48,8,2,6,30,10,10,10,734,367,367,102,117,121,120,144,130,272,143,129,4,2,2,22045,14370,1,0,44,0,112Y
201304,私立興華高中附設國中,[600]嘉義市東區林森東路239號,195335.722,2598588.127,0,0,0,0,0,0,8,2,3,3,255,146,109,31,27,53,39,62,43,155,95,60,2,1,1,0,0,0,0,0,0,112Y
201310,私立嘉華高中附設國中,[600]嘉義市東區民權東路45號,196606.882,2597882.437,0,0,0,0,0,0,15,5,5,5,631,355,276,118,99,113,90,124,87,224,121,103,13,6,7,0,0,0,0,0,0,112Y
201312,私立輔仁高中附設國中,[600]嘉義市東區吳鳳南路270號,194530.038,2595401.704,0,0,0,0,0,0,15,5,5,5,646,382,264,122,90,136,75,124,99,205,124,81,16,11,5,0,0,0,0,0,0,112Y
201313,私立宏仁高中附設國中,[600]嘉義市東區忠孝路667號,193370.482,2600409.565,0,0,0,0,0,0,4,1,2,1,104,23,81,4,23,12,29,7,29,55,12,43,4,0,4,0,0,0,0,0,0,112Y
203501,市立大業實驗國中,[600]嘉義市東區大業街57號,194228.379,2595599.97,38,13,25,10,3,7,12,4,4,4,259,137,122,45,34,39,46,53,42,102,56,46,1,0,1,31018,17880,1,0,36,0,112Y
203502,市立北興國中,[600]嘉義市東區仁義里博東路262號,194283.142,2598703.65,159,50,109,16,3,13,60,20,20,20,1500,885,615,288,216,299,202,298,197,511,302,209,5,2,3,36166,23138,1,0,106,0,112Y
203503,市立嘉義國中,[600]嘉義市東區王田里圓福街86號,195323.443,2598307.989,89,22,67,13,2,11,34,11,11,12,735,64,671,18,215,24,202,22,254,290,27,263,9,1,8,49313,25770,1,0,74,0,112Y
203504,市立南興國中,[600]嘉義市東區芳安路111號,195026.175,2596117.464,74,23,51,11,3,8,27,9,8,10,633,357,276,131,91,94,79,132,106,253,149,104,10,6,4,31420,14528,1,0,56,0,112Y
203505,市立民生國中,[600]嘉義市西區新民路601號,192817,2595770.009,169,59,110,14,1,13,67,22,22,23,1710,884,826,310,276,271,267,303,283,602,340,262,7,5,2,38750,29754,1,0,84,0,112Y
203506,市立玉山國中,[600]嘉義市西區友忠路1號,191320.264,2596240.322,55,14,41,11,1,10,20,7,6,7,520,265,255,88,93,82,75,95,87,221,111,110,2,1,1,34426,17299,1,0,49,0,112Y
203507,市立蘭潭國中,[600]嘉義市東區民權東路32號,197027.363,2597780.137,57,21,36,10,0,10,18,6,6,6,443,383,60,115,22,136,16,132,22,174,154,20,3,3,0,56469,12550,1,0,41,0,112Y
203508,市立北園國中,[600]嘉義市西區雙園街280號,191438.446,2599233.296,40,18,22,8,1,7,14,5,4,5,324,170,154,58,51,53,46,59,57,129,74,55,2,1,1,29523,15739,1,0,30,0,112Y
211301,私立長榮高中附設國中,[701]臺南市東區林森路二段79號,170347.24,2543208.02,0,0,0,0,0,0,10,3,3,4,192,125,67,41,22,34,21,50,24,66,36,30,1,1,0,0,0,0,0,0,0,112Y
211304,財團法人聖功女中附設國中,[704]臺南市北區北園街87巷64號,170180.05,2546133.1,0,0,0,0,0,0,18,6,6,6,641,0,641,0,234,0,205,0,202,232,0,232,4,0,4,0,0,0,0,0,0,112Y
211310,臺南市光華高中附設國中,[701]臺南市東區勝利路41號,169733,2543248.03,0,0,0,0,0,0,3,1,1,1,45,15,30,1,9,5,8,9,13,22,9,13,0,0,0,0,0,0,0,0,0,112Y
211315,私立瀛海高中附設國中,[709]臺南市安南區長溪路一段76號,169180.41,2548418.24,0,0,0,0,0,0,20,6,7,7,867,523,344,164,121,170,123,189,100,332,202,130,5,3,2,0,0,0,0,0,0,112Y
211317,臺南市崑山高中附設國中,[704]臺南市北區開元路444號,170970.22,2545597.96,0,0,0,0,0,0,2,1,0,1,15,8,7,4,5,0,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,112Y
211318,私立德光高中附設國中,[701]臺南市東區德光街106號,170188.78,2542258.6,0,0,0,0,0,0,28,9,10,9,1251,621,630,189,217,232,197,200,216,455,244,211,4,0,4,0,0,0,0,0,0,112Y
211320,財團法人慈濟高中附設國中,[708]臺南市安平區建平五街111號,165867.66,2543137.11,0,0,0,0,0,0,19,6,6,7,499,276,223,113,63,75,72,88,88,152,82,70,2,2,0,0,0,0,0,0,0,112Y
213303,市立南寧高中附設國中,[702]臺南市南區萬年路167號,166565.04,2537353.94,0,0,0,0,0,0,14,4,4,6,334,196,138,69,42,57,40,70,56,114,70,44,2,1,1,0,0,0,0,0,0,112Y
213316,市立土城高中附設國中,[709]臺南市安南區安中路五段265號,162801.24,2550860.32,0,0,0,0,0,0,8,3,2,3,198,101,97,34,23,30,30,37,44,60,37,23,4,3,1,0,0,0,0,0,0,112Y
213501,市立後甲國中,[701]臺南市東區林森路二段260號,170654.27,2544021.82,168,39,129,14,2,12,74,26,23,25,2083,1127,956,395,345,324,303,408,308,684,371,313,16,6,10,62445,37625,1,0,121,0,112Y
213502,市立忠孝國中,[701]臺南市東區崇善路151號,170270.52,2542441.93,67,18,49,9,1,8,26,8,8,10,686,356,330,123,93,110,108,123,129,265,131,134,9,5,4,28429,21999,0,0,78,0,112Y
213504,市立大成國中,[702]臺南市南區西門路一段306號,167769.42,2542139.33,70,17,53,9,2,7,27,9,7,11,658,327,331,119,95,74,100,134,136,250,130,120,4,3,1,54821,34772,1,0,73,0,112Y
213505,市立金城國中,[708]臺南市安平區怡平路8號,166844.08,2543776.76,79,20,59,8,1,7,30,8,9,13,790,428,362,114,97,148,106,166,159,378,204,174,9,8,1,38647,19497,1,0,60,0,112Y
213506,市立民德國中,[704]臺南市北區西門路三段223號,168526,2545097.89,153,38,115,12,4,8,63,21,19,23,1809,932,877,316,270,258,291,358,316,568,298,270,11,8,3,41713,29053,1,0,86,0,112Y
213507,市立成功國中,[704]臺南市北區和緯路一段2號,169707.22,2545513.56,20,6,14,4,2,2,7,2,2,3,146,69,77,22,18,16,17,31,42,65,34,31,5,2,3,21686,10343,0,0,34,0,112Y
213508,市立延平國中,[704]臺南市北區公園路750號,169089.1,2545545.94,23,4,19,6,2,4,8,2,3,3,126,67,59,20,12,23,21,24,26,53,31,22,4,2,2,29083,14223,1,0,30,0,112Y
213509,市立建興國中,[700]臺南市中西區府前路一段239號,168281,2543249.535,149,41,108,12,3,9,59,19,21,19,1683,983,700,338,211,348,247,297,242,532,292,240,8,5,3,32162,11473,1,0,88,0,112Y
213510,市立中山國中,[700]臺南市中西區南寧街45號,168316.41,2542819.99,94,23,71,10,3,7,41,14,12,15,1066,464,602,168,207,136,164,160,231,407,194,213,9,4,5,52919,22302,1,0,54,0,112Y
213511,市立安平國中,[708]臺南市安平區慶平路687號,164748.14,2544262.76,93,30,63,9,0,9,36,14,11,11,976,509,467,212,173,143,154,154,140,303,162,141,10,4,6,42926,19353,1,0,59,0,112Y
213512,市立安南國中,[709]臺南市安南區安中路三段252號,165768.63,2549895.64,115,32,83,10,1,9,46,15,15,16,1274,679,595,227,186,225,202,227,207,490,233,257,11,5,6,36705,20875,1,0,66,0,112Y
213513,市立安順國中,[709]臺南市安南區安和路三段227號,169885.83,2549984.79,61,20,41,9,1,8,24,7,8,9,574,314,260,106,83,100,83,108,94,223,131,92,12,11,1,28334,23287,1,0,44,0,112Y
213514,市立復興國中,[701]臺南市東區裕文路62號,172088.08,2542518.43,231,60,171,16,2,14,106,36,32,38,3026,1585,1441,518,512,486,421,581,508,1041,565,476,30,14,16,59486,49256,1,0,143,0,112Y
213515,市立新興國中,[702]臺南市南區新孝路87號,166699.94,2542055.61,40,15,25,7,0,7,14,4,5,5,280,155,125,50,36,55,40,50,49,122,67,55,4,1,3,41974,81574,1,0,73,0,112Y
213517,市立文賢國中,[704]臺南市北區文賢一路2號,167602.06,2545141.22,32,8,24,7,2,5,13,4,4,5,282,160,122,50,34,43,39,67,49,158,79,79,3,0,3,34013,15239,1,0,36,0,112Y
213518,市立崇明國中,[701]臺南市東區崇明路700號,170533.79,2541150.43,130,29,101,13,3,10,51,16,16,19,1372,719,653,219,215,223,211,277,227,512,263,249,18,11,7,51749,29745,0,0,94,0,112Y
213519,市立和順國中,[709]臺南市安南區安和路五段84巷66號,170127.95,2551820.83,68,19,49,9,3,6,26,8,9,9,650,326,324,99,104,110,105,117,115,231,112,119,11,6,5,37304,22029,0,0,53,0,112Y
213520,市立海佃國中,[709]臺南市安南區安富街166號,168138.07,2547681.31,56,12,44,9,2,7,24,9,7,8,679,363,316,136,119,107,85,120,112,309,161,148,9,5,4,23710,14328,1,0,52,0,112Y
213521,市立九份子國中(小),[709]臺南市安南區九份子大道8號,166321.609,2547008.5,30,9,21,9,3,6,12,5,3,4,308,156,152,65,54,46,41,45,57,0,0,0,0,0,0,45010,19059,1,0,68,0,112Y
311401,私立育達高中附設國中,[105]臺北市松山區美仁里寧安街12號,305934.047,2771390.314,0,0,0,0,0,0,3,1,1,1,24,16,8,5,5,5,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,112Y
313301,市立西松高中附設國中,[105]臺北市松山區鵬程里健康路325巷7號,307217.76,2772052.672,0,0,0,0,0,0,6,2,2,2,164,90,74,27,26,30,26,33,22,59,32,27,4,2,2,0,0,0,0,0,0,112Y
313302,市立中崙高中附設國中,[105]臺北市松山區八德路四段101號,306612.556,2771289.569,0,0,0,0,0,0,21,7,7,7,513,263,250,95,84,84,73,84,93,184,95,89,1,0,1,0,0,0,0,0,0,112Y
313501,市立介壽國中,[105]臺北市松山區介壽里延壽街401號,306150.952,2772140.7,166,40,126,22,2,20,63,21,21,21,1813,922,891,308,306,305,292,309,293,641,327,314,5,3,2,15391,19255,1,0,98,0,112Y
313502,市立民生國中,[105]臺北市松山區新東里新東街30巷1號,307239.025,2772524.235,71,21,50,14,4,10,24,8,8,8,674,359,315,124,97,112,105,123,113,230,117,113,6,4,2,17900,21682,1,0,58,0,112Y
313504,市立中山國中,[105]臺北市松山區復興北路361巷7號,305039.595,2772594.065,66,21,45,14,2,12,24,8,8,8,643,336,307,124,117,119,98,93,92,220,120,100,0,0,0,17338,24570,1,0,48,0,112Y
313505,市立敦化國中,[105]臺北市松山區南京東路三段300號,305170.756,2771595.929,175,45,130,24,4,20,69,23,23,23,1993,1031,962,367,318,325,323,339,321,738,385,353,7,7,0,27471,28107,1,0,104,0,112Y
323502,市立興雅國中,[110]臺北市信義區安康里松德路168巷15號,307757.04,2769935.55,129,41,88,20,5,15,47,15,16,16,1277,719,558,236,190,245,182,238,186,435,217,218,8,4,4,25211,29267,1,0,79,0,112Y
323503,市立永吉國中,[110]臺北市信義區四育里8鄰松隆路161號,307931.686,2771254.228,53,15,38,12,1,11,15,5,5,5,351,198,153,61,43,67,46,70,64,123,56,67,5,4,1,27306,22204,1,0,47,0,112Y
323504,市立?公國中,[110]臺北市信義區中行里福德街221巷15號,309065.843,2770010.935,55,18,37,12,7,5,19,6,7,6,441,235,206,87,74,59,60,89,72,155,70,85,11,4,7,22079,21032,1,0,47,0,112Y
323505,市立信義國中,[110]臺北市信義區三張里松仁路158巷1號,307314.384,2769066.61,81,20,61,17,5,12,30,10,10,10,619,339,280,111,83,112,100,116,97,229,134,95,11,4,7,33923,32758,1,0,62,0,112Y
330301,國立師大附中附設國中,[106]臺北市大安區和安里信義路3段143號,304533.257,2769616.306,0,0,0,0,0,0,21,7,7,7,576,277,299,89,109,99,94,89,96,203,102,101,2,2,0,0,0,0,0,0,0,112Y
331301,私立延平中學附設國中,[106]臺北市大安區和安里建國南路1段275號,304326.22,2769910.43,0,0,0,0,0,0,33,11,11,11,1480,857,623,293,202,270,225,294,196,487,310,177,1,0,1,0,0,0,0,0,0,112Y
331304,私立復興實驗高中附設國中,[106]臺北市大安區仁愛里敦化南路一段262 號,305342.451,2770245.748,0,0,0,0,0,0,21,7,7,7,917,458,459,158,158,167,146,133,155,348,189,159,1,0,1,0,0,0,0,0,0,112Y
331502,私立立人國中(小),[106]臺北市大安區通安里安和路二段99號,305695.129,2769192.048,12,6,6,8,2,6,3,1,1,1,94,53,41,15,13,18,12,20,16,29,16,13,0,0,0,4086,6449,0,0,38,0,112Y
333301,市立和平高中附設國中,[106]臺北市大安區芳和里臥龍街100號,305422.524,2768065.129,0,0,0,0,0,0,18,6,6,6,517,269,248,83,94,96,72,90,82,174,99,75,4,2,2,0,0,0,0,0,0,112Y
333304,市立芳和實驗高中附設國中,[106]臺北市大安區芳和里臥龍街170號,305540.008,2767961.942,0,0,0,0,0,0,10,3,3,4,152,89,63,28,22,30,21,31,20,82,50,32,2,0,2,0,0,0,0,0,0,112Y
333501,市立仁愛國中,[106]臺北市大安區敦安里仁愛路四段130號,305569.544,2770044.275,160,33,127,23,4,19,60,20,20,20,1688,859,829,296,281,296,259,267,289,545,260,285,14,6,8,20445,31773,1,0,116,0,112Y
333502,市立大安國中,[106]臺北市大安區龍雲里四維路156號,305119.583,2769296.248,108,32,76,18,1,17,39,12,13,14,1098,634,464,214,154,188,155,232,155,415,219,196,6,5,1,21551,18199,1,0,82,0,112Y
333505,市立金華國中,[106]臺北市大安區福住里新生南路二段32號,303800.376,2769339.374,194,52,142,26,3,23,77,26,26,25,2201,1140,1061,399,360,346,353,395,348,780,380,400,22,17,5,27748,30730,1,0,138,0,112Y
333506,市立懷生國中,[106]臺北市大安區義村里忠孝東路三段248巷30號,304612.294,2770357.644,38,9,29,13,1,12,12,4,4,4,318,151,167,54,65,36,49,61,53,114,61,53,4,1,3,14272,13234,1,0,36,0,112Y
333507,市立民族實驗國中,[106]臺北市大安區學府里羅斯福路四段113巷13號,304385.284,2767124.44,39,20,19,11,2,9,12,4,4,4,312,179,133,64,40,62,49,53,44,119,58,61,13,7,6,21616,17939,1,0,31,0,112Y
333508,市立龍門國中,[106]臺北市大安區龍門里建國南路二段269號,304298.353,2768643.38,120,25,95,20,3,17,45,15,15,15,1337,679,658,257,205,206,238,216,215,441,249,192,7,3,4,34613,50157,1,0,100,0,112Y
343302,市立大同高中附設國中,[104]臺北市中山區中央里長春路167號,303990.285,2771974.737,0,0,0,0,0,0,21,7,7,7,580,277,303,104,107,82,91,91,105,181,98,83,7,5,2,0,0,0,0,0,0,112Y
343303,市立大直高中附設國中,[104]臺北市中山區劍潭里北安路420號,304760.53,2774685.607,0,0,0,0,0,0,27,9,9,9,750,393,357,129,134,123,120,141,103,249,123,126,7,3,4,0,0,0,0,0,0,112Y
343502,市立長安國中,[104]臺北市中山區興亞里松江路70巷11號,303671.475,2771356.169,55,12,43,13,1,12,19,6,6,7,494,263,231,95,89,83,69,85,73,161,91,70,15,11,4,10282,14148,0,0,54,0,112Y
343504,市立北安國中,[104]臺北市中山區劍潭里明水路325號,304637.619,2774502.998,54,14,40,13,1,12,18,6,6,6,374,162,212,48,73,60,66,54,73,131,60,71,12,2,10,21001,19005,1,0,45,0,112Y
343505,市立新興國中,[104]臺北市中山區聚葉里林森北路511號,303046.872,2772754.975,40,12,28,13,4,9,12,4,4,4,262,159,103,46,28,54,37,59,38,94,56,38,10,5,5,18612,15201,1,0,44,0,112Y
343506,市立五常國中,[104]臺北市中山區下埤里復興北路430巷1號,304792.025,2772919.855,36,12,24,13,1,12,12,4,4,4,288,131,157,45,47,40,57,46,53,99,44,55,3,3,0,19363,24974,1,0,39,0,112Y
343507,市立濱江實驗國中,[104]臺北市中山區金泰里樂群二路262號,306562.766,2774711.294,39,13,26,13,6,7,12,4,4,4,261,146,115,50,44,51,36,45,35,82,42,40,0,0,0,24218,48033,1,0,65,0,112Y
353501,市立螢橋國中,[100]臺北市中正區林興里汀州路三段4號,303134.469,2767992.174,50,18,32,13,0,13,16,6,5,5,459,244,215,90,79,70,74,84,62,152,73,79,6,3,3,20160,14868,0,0,65,0,112Y
